source,hyp,id,confidence
join,hoin,3708,-0.5559642314910889
knew,Nne,3743,-0.5778727531433105
lynx,llin,3905,-0.5904595851898193
size,se,5201,-0.5035727024078369
cope,fopu,2481,-0.5899985432624817
NPWS,NNw,1035,-0.5587180256843567
John,Joon,858,-0.5193334221839905
Lord,Lolu,934,-0.5226305723190308
team,ten,5543,-0.5625496506690979
user,usi,5853,-0.5095403790473938
said,sai,4996,-0.5161469578742981
sure,sulu,5487,-0.5107710957527161
eggs,ege,2852,-0.5489615797996521
vary,baliya,5875,-0.5883435010910034
very,beli,5896,-0.5240429639816284
time,teee,5653,-0.5400362014770508
legs,lesi,3815,-0.5231295824050903
name,nama,4120,-0.5869417190551758
hard,kar,3400,-0.5342240929603577
Hira,Hika,767,-0.5356284976005554
them,teme,5595,-0.5451780557632446
side,se,5162,-0.5112808346748352
ions,iyon,3683,-0.5973835587501526
read,ley,4757,-0.5547763705253601
ever,efeli,2975,-0.5300819277763367
H<unk>N<unk>,Hww,735,-0.5909550189971924
guys,gwey,3369,-0.5217734575271606
vote,boti,5936,-0.5811761021614075
runs,rongi,4982,-0.5776469111442566
trip,tepi,5755,-0.5394489765167236
have,habi,3406,-0.5667954087257385
PMO,PS,1126,-0.5031819343566895
Red,Ledi,1221,-0.5558762550354004
ice,esi,3529,-0.5467096567153931
say,sai,5020,-0.5203345417976379
M<unk><unk>,M,940,-0.5989158749580383
hot,otu,3500,-0.5376485586166382
our,o,4316,-0.5757368803024292
e<unk>g,enge,2817,-0.5914289355278015
air,ai,1741,-0.5204708576202393
<unk><unk>s,Ww,117,-0.5959742069244385
isn,Disi,3691,-0.5365562438964844
Eee,Tee,576,-0.5266180038452148
Due,Due,549,-0.5446902513504028
One,Oe,1104,-0.5209437012672424
God,Godu,708,-0.5161867141723633
In,In,797,-0.5795606374740601
at,ati,1884,-0.5495406985282898
<unk>C,W,1206,-0.5584418773651123
so,so,5243,-0.5191583633422852
rr,la,4971,-0.5857480764389038
pm,pi,4507,-0.5360674262046814
T,T,1430,-0.5912638306617737
solved,solfi,5265,-0.5410609841346741
evade,elade,2966,-0.556986927986145
venom,Lenon,5885,-0.5179733037948608
lines,Leni,3847,-0.5759876370429993
space,spasi,5290,-0.575545608997345
<unk><unk><unk><unk>s,Www,68,-0.5910390615463257
<unk><unk><unk><unk>s,Www,74,-0.5910390615463257
<unk><unk><unk><unk>s,Www,84,-0.5910390615463257
<unk><unk><unk><unk>s,Www,59,-0.5910390615463257
<unk><unk><unk><unk>s,Www,79,-0.5910390615463257
<unk><unk><unk><unk>s,Www,57,-0.5910390615463257
clear,kleley,2298,-0.5947234034538269
after,ateli,1716,-0.5604156851768494
Tracy,Teaki,1489,-0.5047703981399536
reach,Keki,4751,-0.5831305384635925
waved,wate,5981,-0.5581372380256653
force,folese,3195,-0.5719699859619141
spans,sipan,5291,-0.5259212851524353
issue,isi,3695,-0.5411681532859802
horse,kolsesi,3489,-0.524917483329773
cheap,kekapu,2245,-0.5433067083358765
years,yelisi,6098,-0.5947468280792236
means,meni,3984,-0.5176493525505066
treat,taati,5739,-0.5005839467048645
smile,smii,5229,-0.5767412781715393
liked,eke,3840,-0.5876532793045044
board,boay,2051,-0.5355811715126038
panel,pani,4359,-0.5770654678344727
jokes,dokesi,3710,-0.521926999092102
flies,feli,3158,-0.5667261481285095
State,State,1391,-0.5672551989555359
using,usini,5855,-0.5575239062309265
herbs,kelfisi,3433,-0.5081348419189453
every,eley,2976,-0.5781964063644409
tombs,tombi,5671,-0.5118003487586975
Wilds,Wilyi,1590,-0.5487300157546997
drawn,down,2791,-0.5133044719696045
stays,tani,5367,-0.5550565719604492
phone,poon,4456,-0.5119091868400574
route,routu,4967,-0.5486807227134705
knees,Nnesi,3742,-0.5755062103271484
teams,teami,5545,-0.502548098564148
solve,solu,5264,-0.5471901893615723
allow,alow,1762,-0.5189486742019653
third,tili,5619,-0.5566498637199402
rifle,libili,4928,-0.5428717136383057
Ocean,Oesen,1086,-0.5998672842979431
races,kakesi,4718,-0.5296850800514221
reign,keigi,4822,-0.5897946357727051
sport,spooti,5329,-0.5647727251052856
Sound,Soondi,1369,-0.5393751859664917
small,seli,5225,-0.5166658759117126
plans,palan,4488,-0.5480694770812988
aware,awali,1920,-0.5119989514350891
Atoms,Atomi,304,-0.5021811723709106
Sadly,Sadly,1272,-0.560486912727356
piece,peee,4468,-0.541922926902771
pools,paolu,4528,-0.582114040851593
added,adey,1683,-0.5329374074935913
spare,spali,5292,-0.5276671051979065
towns,tow,5699,-0.5074823498725891
price,peesi,4608,-0.5247918963432312
fluid,flii,3172,-0.5006356239318848
there,teee,5604,-0.5830102562904358
rusty,lusiti,4985,-0.5366044044494629
optic,opi,4299,-0.5195685029029846
herds,keli,3435,-0.5282798409461975
apply,appeli,1831,-0.5828432440757751
favor,fafo,3085,-0.525825560092926
study,sutu,5427,-0.590597927570343
holds,kolosu,3469,-0.5420714616775513
Study,Satyy,1404,-0.5380308628082275
verbs,belisi,5888,-0.547913134098053
scary,seliya,5029,-0.5319545269012451
state,stati,5358,-0.5140286087989807
chart,kaati,2243,-0.5716991424560547
spoke,sipooko,5327,-0.5453577041625977
Prize,Peise,1195,-0.5204034447669983
Vasco,Aasio,1545,-0.5971472859382629
Fools,Fooli,660,-0.5819467306137085
wrote,waote,6093,-0.5136719942092896
urine,olini,5849,-0.5394203662872314
burns,boongi,2117,-0.5628757476806641
found,foondi,3224,-0.5799008011817932
Chase,Keyse,430,-0.5737636089324951
juice,hiisi,3716,-0.543671727180481
David,Dabi,516,-0.5778939127922058
lanes,lani,3765,-0.5034222602844238
Crete,Keete,484,-0.5098845362663269
width,witi,6034,-0.5209213495254517
doubt,dduu,2779,-0.5387842059135437
raped,kapee,4738,-0.5907322764396667
zones,fonesi,6111,-0.5556447505950928
views,fiesi,5909,-0.5813116431236267
cars,kali,2180,-0.5918421149253845
none,none,4188,-0.5558602213859558
shut,susu,5159,-0.5964363813400269
that,tan,5590,-0.5074179172515869
came,kame,2143,-0.5540540814399719
duly,dulyi,2810,-0.5589149594306946
tail,tai,5521,-0.5648239254951477
ways,waysi,5984,-0.503426194190979
Even,Eeen,606,-0.5189875960350037
rock,koko,4946,-0.5560162663459778
seed,seti,5067,-0.5112612247467041
roar,loa,4944,-0.5277232527732849
race,kase,4717,-0.5850520133972168
real,keli,4763,-0.551405668258667
p<unk><unk><unk>,pon,4345,-0.5429572463035583
already,laleyy,1773,-0.5449602007865906
evening,ebeni,2971,-0.5510551333427429
writers,wiiti,6089,-0.5890099406242371
created,kaletey,2523,-0.5008100867271423
upright,upugi,5841,-0.5088040232658386
Shekhar,Sekia,1331,-0.5487122535705566
written,waiti,6092,-0.5043923258781433
driving,ddiingi,2800,-0.5135897994041443
purpose,puposesi,4692,-0.5217578411102295
realize,Kealiya,4765,-0.590903639793396
warfare,walfaliya,5961,-0.5029905438423157
captain,kapiten,2161,-0.5591427087783813
horizon,kolison,3484,-0.5086320042610168
stopped,sopoe,5385,-0.5352398157119751
failure,failule,3057,-0.5818008184432983
Oravec,Orabelesi,1109,-0.5956826210021973
public,pubili,4679,-0.5717173218727112
prefer,papelefi,4585,-0.5882635712623596
lauded,laude,3781,-0.5120667815208435
Turkey,Tuukey,1505,-0.566717803478241
relied,leliye,4837,-0.5446061491966248
blamed,baamen,2034,-0.5211192965507507
people,peope,4419,-0.5673741698265076
runway,runway,4983,-0.5765396952629089
Though,Thugu,1468,-0.5413376688957214
within,witin,6054,-0.5644710659980774
staple,sitalelfi,5350,-0.5606698989868164
tragic,tagisi,5712,-0.5320782661437988
secure,sekule,5063,-0.5613255500793457
Bieber,Biebele,353,-0.5814876556396484
snakes,senke,5233,-0.5379389524459839
ashore,asoo,1870,-0.5608379244804382
Bhutha,Buuta,350,-0.5411962866783142
fairly,feili,3059,-0.5498319268226624
asleep,aslee,1873,-0.5912629961967468
molded,moloy,4057,-0.5634722709655762
Canaan,Nanyan,402,-0.5510759353637695
juices,duisi,3717,-0.5936241745948792
regime,legime,4812,-0.5224865674972534
effect,Sefeiti,2843,-0.5483903884887695
wolves,wolbesi,6060,-0.5597172975540161
ensure,ensulu,2923,-0.5624756217002869
stands,sitan,5349,-0.5567465424537659
injure,induli,3615,-0.5643619894981384
series,seliye,5094,-0.5541542172431946
normal,noomali,4191,-0.5070300102233887
Rampro,Lampoo,1214,-0.5410929918289185
poetry,poeti,4509,-0.525521993637085
gunned,goni,3368,-0.5164846181869507
letter,letee,3824,-0.5549865365028381
animal,anima,1798,-0.510428786277771
emerge,emele,2877,-0.5037490129470825
driven,doiben,2797,-0.5563494563102722
Easter,Easteli,565,-0.5198546648025513
sharks,salika,5121,-0.5851432085037231
<unk><unk>km<unk>h,Wwwwwwi,185,-0.5259065628051758
upside,upi,5842,-0.5075696110725403
McCord,Meyo,971,-0.526972234249115
border,bordelfi,2069,-0.5686146020889282
centre,senteli,2212,-0.5000438690185547
rather,ataliya,4743,-0.5655229091644287
relief,Kelie,4838,-0.5469105839729309
unable,unabule,5793,-0.5896461009979248
Museum,Museumi,1025,-0.540993332862854
shared,saliyi,5119,-0.5618674755096436
planes,palanesi,4483,-0.5944936871528625
Europe,erope,603,-0.5237329006195068
source,sou,5285,-0.5660944581031799
report,lepoluti,4861,-0.5814732313156128
heaped,keape,3416,-0.5359516739845276
parade,paade,4365,-0.5988922119140625
handle,kandelfi,3387,-0.5435047745704651
charge,kalalgesi,2237,-0.5013890266418457
market,maliti,3951,-0.5725768804550171
around,arondi,1854,-0.5007892847061157
thrown,tow,5640,-0.5127872228622437
abroad,aboy,1634,-0.5177679657936096
verify,felifi,5891,-0.5098532438278198
stages,sitanesi,5340,-0.5551203489303589
forced,folise,3196,-0.5455260276794434
spruce,spuluse,5334,-0.5793411135673523
theory,teyo,5603,-0.5726019740104675
Nearly,Nealiyi,1045,-0.5311259031295776
facial,fasiali,3051,-0.5468979477882385
sooner,sooni,5279,-0.5725781917572021
strike,siteki,5408,-0.5714793801307678
Cherry,Seeley,433,-0.5714972019195557
energy,eneley,2907,-0.5248593688011169
likely,likeli,3841,-0.5182600021362305
states,stati,5361,-0.5605342388153076
Borneo,Bolneo,366,-0.5139913558959961
Former,Folmee,662,-0.5629190802574158
reduce,leduse,4797,-0.5088787078857422
ironed,iloni,3685,-0.5283499360084534
Square,Swale,1385,-0.5693202614784241
hockey,koke,3466,-0.5418913960456848
ground,goondi,3353,-0.5825539231300354
viewed,fiye,5907,-0.5064458847045898
higher,higi,3444,-0.5554324984550476
murder,muu,4107,-0.545393168926239
George,Geolege,694,-0.544387936592102
accept,akepi,1641,-0.5084935426712036
