source,hyp,id,confidence
<unk><unk><unk>C,Ww,137,-0.9725797772407532
<unk><unk>N,N,1513,-0.934157133102417
own,town,4340,-0.9335633516311646
job,ho,3707,-0.9298742413520813
Of,O,1089,-0.9514490962028503
On,Nn,1102,-0.9513765573501587
Ed,Edi,571,-0.979467511177063
other,oteli,4313,-0.9311915636062622
<unk>DR<unk>TB,D,1605,-0.9899592399597168
Church,Suru,445,-0.9344702363014221
<unk><unk><unk><unk><unk><unk>g,Www,194,-0.9549362063407898
uranium,Gaanisu,5843,-0.9058189988136292
improved,fipalo,3562,-0.9190132021903992
observations,bbesiton,4226,-0.9031205177307129
shoulders,silulesu,5148,-0.9012187719345093
