source,hyp,id,confidence
ages,age,1727,-0.6965925097465515
rule,lule,4974,-0.6697139143943787
hold,kolu,3467,-0.60533607006073
<unk>SOC,Wwe,1523,-0.6552056670188904
sort,saotu,5281,-0.6538342833518982
road,roa,4939,-0.6458134055137634
view,Liye,5906,-0.6745518445968628
rude,rude,4972,-0.6122099161148071
grew,gee,3351,-0.6938025951385498
Very,Fely,1552,-0.660454273223877
dear,ddeli,2600,-0.6723787188529968
uses,Gusi,5854,-0.6200687885284424
Emma,mma,590,-0.6849221587181091
rats,atasi,4745,-0.6258189678192139
room,loon,4959,-0.6045377850532532
dead,doy,2595,-0.6342414617538452
once,onge,4272,-0.6010099053382874
true,tuu,5765,-0.6026197671890259
role,lole,4951,-0.6586070656776428
term,tee,5575,-0.6444168090820312
Ehud,ekudu,582,-0.6248360276222229
Six,Si,1355,-0.6232094168663025
TMZ,Te,1433,-0.6928167343139648
i<unk>e,De,3527,-0.6502112746238708
NHK,Ng,1034,-0.601642906665802
Act,Aki,217,-0.612770676612854
tax,tasi,5534,-0.6168899536132812
FKP,Fje,623,-0.6771637201309204
art,aati,1865,-0.6058576703071594
NHC,NN,1033,-0.6789715886116028
try,tay,5768,-0.6826207637786865
FIC,Fi,621,-0.6345577836036682
pH,pepu,4346,-0.6192110776901245
<unk>K,W,1516,-0.6279720067977905
as,a,1868,-0.6939825415611267
Nu,Nw,1082,-0.680443286895752
g,ggi,3270,-0.6519833207130432
strict,siti,5406,-0.6454344987869263
their,teei,5594,-0.6448457837104797
rider,lide,4925,-0.636345386505127
trial,teliya,5746,-0.6060032844543457
ruler,rulelu,4976,-0.681516706943512
plane,opalani,4482,-0.6038941740989685
rabid,abidi,4716,-0.6131262183189392
sorts,saotu,5282,-0.64766526222229
asked,ake,1871,-0.6522937417030334
gives,gibe,3312,-0.6816487312316895
ready,ready,4762,-0.6238918900489807
react,keakiti,4754,-0.6333068609237671
score,sikoo,5041,-0.6751995086669922
refer,lefele,4800,-0.6099622845649719
prior,pefio,4622,-0.6421199440956116
homes,omesi,3475,-0.6066470146179199
voter,foti,5937,-0.6144974231719971
wives,wibe,6058,-0.6810317635536194
nouns,nounsu,4209,-0.6237388253211975
<unk>nder,nndeli,1530,-0.6667996644973755
women,women,6062,-0.6593062877655029
hands,kandi,3389,-0.6378449201583862
sized,siti,5202,-0.6459231376647949
order,olo,4303,-0.6943936347961426
short,sootu,5143,-0.6072641611099243
seems,sene,5072,-0.6953745484352112
Huhne,Kuhine,783,-0.6735047101974487
draft,drafutu,2787,-0.6163447499275208
store,sotole,5389,-0.614109218120575
truly,tuuli,5766,-0.6070519089698792
House,Hosi,778,-0.6104365587234497
round,roondi,4965,-0.6391676664352417
heavy,keati,3423,-0.6505535244941711
merge,mee,4009,-0.6012238264083862
items,Detesi,3699,-0.6644637584686279
vials,fiya,5899,-0.6843026876449585
Dream,Dleam,545,-0.6098741292953491
later,lati,3777,-0.6499292850494385
eagle,egele,2819,-0.6094751954078674
story,soti,5393,-0.6737727522850037
sharp,saapu,5122,-0.6230425834655762
birds,bidi,2027,-0.6727960705757141
Crown,Kown,490,-0.612459659576416
saved,sabi,5016,-0.6074705719947815
sides,sede,5163,-0.6706900000572205
bread,baedi,2088,-0.6905060410499573
Ames,Amee,253,-0.6515893936157227
Thus,Tesi,1474,-0.6574358940124512
removes,Kemolesi,4850,-0.6646560430526733
involve,Dinfoli,3677,-0.6209571957588196
Austria,Austia,314,-0.6391518712043762
studded,sutuu,5421,-0.6599226593971252
reports,lepoluti,4864,-0.6921606063842773
allies,aleysi,1761,-0.6721373200416565
narrow,naa,4125,-0.6069777607917786
nature,natalesi,4134,-0.6176148653030396
modern,mode,4055,-0.6126267313957214
street,siteli,5401,-0.6702409982681274
ritual,kituali,4936,-0.6213865876197815
<unk><unk><unk><unk><unk><unk>,Ww,49,-0.6935895085334778
<unk><unk><unk><unk><unk><unk>,Ww,48,-0.6935895085334778
<unk><unk><unk><unk><unk><unk>,Ww,6113,-0.6935895085334778
<unk><unk><unk><unk><unk><unk>,Ww,153,-0.6935895085334778
<unk><unk><unk><unk><unk><unk>,Ww,6114,-0.6935895085334778
<unk><unk><unk><unk><unk><unk>,Ww,11,-0.6935895085334778
<unk><unk><unk><unk><unk><unk>,Ww,136,-0.6935895085334778
<unk><unk><unk><unk><unk><unk>,Ww,67,-0.6935895085334778
device,desisi,2681,-0.6131281852722168
depart,dopali,2647,-0.6334987878799438
proper,palpepu,4656,-0.6429635882377625
roamed,koamen,4943,-0.6971272230148315
voting,Loti,5940,-0.6234740018844604
turkey,tuuke,5776,-0.6555910706520081
refers,lelesi,4803,-0.603383481502533
chimps,khimpesi,2264,-0.6720420718193054
riders,lideliyi,4926,-0.6961671710014343
system,sisitemi,5515,-0.6305641531944275
hidden,hidon,3439,-0.6262873411178589
rumors,uumoo,4979,-0.693292498588562
direct,dikiti,2714,-0.6013882756233215
Empire,Empie,591,-0.6321417689323425
dreams,ddeami,2792,-0.6795980334281921
inches,ingi,3567,-0.6769876480102539
pounds,pongu,4559,-0.6031844019889832
rivers,libeliyi,4938,-0.6173530220985413
streak,siteki,5399,-0.621009886264801
morphs,moopu,4075,-0.6004199981689453
Steven,Setemen,1394,-0.6162716746330261
inland,inlan,3618,-0.6155071258544922
Around,Alowndi,288,-0.6404868364334106
Saroja,Salo,1289,-0.6467776298522949
oceans,osen,4242,-0.6968899965286255
voters,foteli,5938,-0.6979438066482544
online,onlin,4279,-0.6100674867630005
hosted,kositi,3496,-0.6314478516578674
pricey,peesi,4609,-0.6275756359100342
Dravid,Daafi,544,-0.6414982676506042
career,kaleye,2169,-0.6135101914405823
skiers,swi,5206,-0.6261188983917236
issues,isisi,3697,-0.6928516626358032
scared,sesali,5028,-0.6549591422080994
nobles,nobele,4177,-0.6500478386878967
admire,admii,1692,-0.6671359539031982
