source,hyp,id,confidence
male,mali,3925,-0.17152391374111176
Free,Fele,671,-0.14029844105243683
Iowa,Iowa,817,-0.17878051102161407
fact,fakiti,3053,-0.15533912181854248
gain,gain,3271,-0.16916602849960327
king,kingi,3737,-0.12030288577079773
eras,elasi,2948,-0.1876816600561142
Poll,Polo,1177,-0.14315322041511536
sale,sali,4998,-0.1330268532037735
Park,Palki,1141,-0.18019333481788635
Jews,Jewsi,854,-0.18595819175243378
foot,footi,3189,-0.17051962018013
find,fini,3127,-0.1930227279663086
Four,Fou,666,-0.13223281502723694
wait,wakiti,5947,-0.14910677075386047
moon,moon,4070,-0.12571032345294952
bush,busi,2120,-0.10601426661014557
Homo,Homo,773,-0.11098247766494751
bank,banki,1939,-0.11125665158033371
fast,fasiti,3077,-0.12694618105888367
safe,safe,4992,-0.18563728034496307
flow,foo,3168,-0.16135379672050476
fell,feli,3105,-0.11181452870368958
bell,beli,1998,-0.11618933081626892
Daru,Dalu,513,-0.12216443568468094
Both,Botu,367,-0.15431086719036102
else,elese,2873,-0.14838021993637085
Land,Landi,906,-0.1572013795375824
That,Teati,1453,-0.16254612803459167
foam,fomi,3177,-0.17684201896190643
Most,Mositi,1016,-0.1888962835073471
shop,sopu,5139,-0.10574205964803696
bear,beli,1967,-0.1314501166343689
King,Kingi,881,-0.1524304300546646
Like,Like,921,-0.163191556930542
gals,gali,3276,-0.18352730572223663
lied,ley,3831,-0.13769887387752533
gave,gabe,3286,-0.15262213349342346
meet,meti,3999,-0.11619860678911209
some,son,5266,-0.13534380495548248
Rare,Lale,1216,-0.14930349588394165
this,tesi,5624,-0.15560585260391235
what,wati,6009,-0.17636215686798096
fail,fili,3055,-0.16638989746570587
Wild,Wili,1589,-0.189313143491745
Noor,Noo,1069,-0.16502349078655243
feel,feli,3101,-0.17878897488117218
near,neli,4139,-0.15388861298561096
lady,lady,3758,-0.19287462532520294
mark,maki,3950,-0.17117758095264435
pigs,pigi,4471,-0.11183106154203415
Shri,Sili,1339,-0.18722639977931976
took,tooko,5675,-0.1736457496881485
Yoga,Yoga,1611,-0.12001416087150574
Fire,File,653,-0.19506943225860596
fair,fili,3058,-0.19201211631298065
