source,hyp,id,confidence
<unk>SSR,Wwe,1524,-0.41394808888435364
Team,Tean,1444,-0.49675631523132324
most,mosuti,4081,-0.4084751605987549
pool,poo,4527,-0.4080522954463959
list,lesiti,3856,-0.40130963921546936
Once,Onse,1103,-0.4814106822013855
Kier,Kie,880,-0.4816676676273346
aged,agedi,1721,-0.4298274517059326
gone,gwe,3327,-0.40235406160354614
Erie,Eli,599,-0.40063485503196716
fans,fansi,3069,-0.49128854274749756
Same,Same,1281,-0.4105503559112549
plea,pale,4498,-0.42311665415763855
tear,teli,5546,-0.4317508637905121
stay,tani,5364,-0.45546969771385193
stip,sipi,5379,-0.417728453874588
head,kedi,3411,-0.43898338079452515
just,dusutu,3720,-0.4056292474269867
port,paopu,4537,-0.4364331066608429
even,een,2970,-0.462065190076828
<unk><unk><unk>m,Ww,108,-0.48279088735580444
<unk><unk><unk>m,Ww,15,-0.48279088735580444
paid,pei,4352,-0.4392456114292145
ants,niti,1812,-0.43573856353759766
rank,kangi,4736,-0.4250377416610718
dust,dusutu,2812,-0.4328509569168091
FIFA,Fi,622,-0.44642937183380127
feed,fey,3100,-0.4806915819644928
jaws,jawsi,3705,-0.4402444660663605
says,say,5022,-0.46615368127822876
died,doy,2692,-0.4409765303134918
used,use,5852,-0.46323177218437195
Asia,Asia,294,-0.45021700859069824
main,main,3915,-0.40846356749534607
bans,ban,1944,-0.4167364537715912
rich,liki,4923,-0.42945513129234314
wire,wii,6051,-0.4078022539615631
been,been,1980,-0.4131869077682495
loan,loan,3870,-0.41025304794311523
firm,fii,3139,-0.42441752552986145
here,ele,3436,-0.443218857049942
sued,sudi,5456,-0.46565279364585876
mice,miki,4020,-0.4556741714477539
heel,keli,3424,-0.49031347036361694
poll,polu,4522,-0.4364708364009857
Such,Suki,1408,-0.453298419713974
Gaza,Gasa,688,-0.4001314640045166
year,yeli,6097,-0.45036959648132324
Hong,Honga,774,-0.4193875193595886
High,Iigi,764,-0.4004785716533661
save,sabi,5015,-0.4102465808391571
bien,bien,2014,-0.43824076652526855
PTWC,Pew,1127,-0.4157146215438843
yard,yali,6095,-0.4893733263015747
Duty,Duty,555,-0.43567752838134766
play,palay,4495,-0.425799161195755
step,sepi,5372,-0.4440493881702423
hand,andi,3384,-0.427664577960968
For,For,661,-0.41483134031295776
her,eli,3432,-0.46929919719696045
icy,iki,3530,-0.4534851014614105
NSW,Nww,1037,-0.41422557830810547
ago,ago,1731,-0.41050955653190613
rex,lee,4920,-0.4457957148551941
sex,se,5112,-0.4152774214744568
new,ne,4166,-0.47033706307411194
<unk>th,ti,171,-0.46631142497062683
<unk>th,ti,187,-0.46631142497062683
<unk>th,ti,181,-0.46631142497062683
<unk>th,ti,162,-0.46631142497062683
<unk>th,ti,199,-0.46631142497062683
box,bosi,2083,-0.46301838755607605
due,du,2809,-0.4555308222770691
Sie,See,1342,-0.46134793758392334
ate,ate,1885,-0.48998764157295227
But,Buti,389,-0.4102737307548523
and,andi,1796,-0.4023570716381073
run,ron,4980,-0.46349161863327026
PBS,PS,1123,-0.4955328702926636
Our,Ooru,1117,-0.4610472023487091
why,wiy,6026,-0.47056713700294495
are,ale,1841,-0.4837054908275604
put,putu,4696,-0.48814743757247925
oil,oili,4263,-0.4718748927116394
did,ddi,2691,-0.46248048543930054
KNP,KN,869,-0.4488375782966614
Old,Oli,1095,-0.4539629817008972
wad,wan,5943,-0.4807855784893036
fee,Pee,3099,-0.4487099051475525
BCE,B,320,-0.44882577657699585
mob,mobi,4051,-0.46395567059516907
GMT,Ga,680,-0.4328545331954956
NSA,NS,1036,-0.4889012575149536
all,ali,1754,-0.4621998369693756
man,man,3930,-0.4623665511608124
bar,bar,1945,-0.4302797317504883
jaw,jaw,3704,-0.4242941737174988
hub,kubu,3511,-0.4430699050426483
any,ani,1813,-0.4869961738586426
As,As,292,-0.40855780243873596
Jr,J,863,-0.40685340762138367
St,Siti,1386,-0.46109867095947266
MP,Mi,943,-0.47996917366981506
km,k,3739,-0.4053601324558258
PM,PS,1125,-0.48039501905441284
<unk>p,npu,1536,-0.48479968309402466
an,an,1789,-0.4499669373035431
trophy,topopu,5759,-0.4672420620918274
Sharks,Selikesi,1328,-0.41479238867759705
Apple,Appoe,270,-0.44492194056510925
agree,agele,1732,-0.4789314866065979
seeds,seti,5069,-0.45323851704597473
cured,kule,2556,-0.46351009607315063
holes,olese,3470,-0.47617557644844055
video,fidyo,5904,-0.4710949659347534
North,Nootu,1072,-0.45758056640625
drink,deingi,2794,-0.40271899104118347
until,onti,5833,-0.43078240752220154
Genus,Gengusi,692,-0.431562602519989
pours,pou,4560,-0.40593579411506653
Prime,Peime,1192,-0.4400496780872345
Mecca,Meeka,972,-0.45001116394996643
grave,gabeli,3345,-0.4685671925544739
Butte,Bute,390,-0.4978836178779602
Tyler,Teleli,1509,-0.444234699010849
argue,lagu,1846,-0.43781033158302307
aired,aliyi,1744,-0.40946781635284424
scale,sekali,5025,-0.40136927366256714
drown,down,2803,-0.4759637713432312
Edgar,Edgar,572,-0.494101345539093
stand,sitan,5344,-0.4289727210998535
tides,tey,5648,-0.4594561457633972
forty,footi,3219,-0.4248015284538269
polar,palali,4516,-0.49721890687942505
quiet,kuiti,4711,-0.4104042947292328
still,siti,5377,-0.40060222148895264
brief,bei,2099,-0.46925464272499084
iPods,iyodu,3528,-0.4991486668586731
Straw,Sitaw,1400,-0.4789130687713623
pound,poon,4558,-0.48867806792259216
honor,kono,3477,-0.46844759583473206
plain,palin,4479,-0.4493819773197174
royal,Boyal,4969,-0.43575575947761536
urban,uuban,5844,-0.4345189332962036
lakes,laki,3760,-0.4062013328075409
Bread,Brey,373,-0.4996095895767212
rough,rogu,4963,-0.4963024854660034
atoms,atow,1890,-0.4673863649368286
Corps,Kolpusu,479,-0.49946853518486023
alone,aloni,1769,-0.40118899941444397
enter,enteli,2924,-0.4173796474933624
freed,fee,3233,-0.4839944839477539
paper,papee,4362,-0.43314817547798157
named,name,4121,-0.4984781742095947
argot,loguti,1844,-0.4962303042411804
Shore,Sofe,1337,-0.4467608332633972
Earth,Ealti,562,-0.48342031240463257
curry,kura,2562,-0.44968143105506897
Award,Awali,317,-0.40547260642051697
Jacob,Jakoku,837,-0.41232144832611084
ruled,rule,4975,-0.46775057911872864
start,sitali,5354,-0.4010394513607025
tools,tooo,5677,-0.41773858666419983
Rahul,Lakulu,1212,-0.4348514974117279
chair,kikali,2222,-0.40056031942367554
taxis,tasi,5539,-0.43751856684684753
serve,selfe,5097,-0.46278613805770874
skier,swi,5205,-0.46301931142807007
whole,woo,6022,-0.48031511902809143
Asian,Aseyn,295,-0.4149099588394165
rocks,koko,4948,-0.466410368680954
under,ondeli,5800,-0.4217698574066162
seven,seben,5106,-0.4981911778450012
Stone,Sitone,1397,-0.4204663932323456
Needs,Nee,1048,-0.4376882314682007
share,saliya,5118,-0.44960451126098633
stone,sone,5383,-0.40142878890037537
lower,low,3898,-0.41467294096946716
cream,kalem,2521,-0.44923630356788635
lands,landi,3764,-0.44558167457580566
moved,momi,4094,-0.48342186212539673
Sahel,Saleli,1275,-0.4561976194381714
rails,kaili,4725,-0.4384586811065674
heard,keli,3418,-0.42098256945610046
S<unk>pmi,Swpomi,1428,-0.44639596343040466
votes,botesi,5939,-0.42818719148635864
sober,sobeli,5244,-0.46083807945251465
Field,Feli,645,-0.41862180829048157
trips,tepi,5756,-0.41374051570892334
inner,ini,3620,-0.4974322021007538
layer,laye,3791,-0.41872265934944153
keeps,Yeepe,3725,-0.45191580057144165
goats,goati,3321,-0.40725675225257874
rugby,lugibi,4973,-0.4377543032169342
odors,odoo,4247,-0.40071922540664673
<unk>zmir,Wamii,6117,-0.41141122579574585
newer,newe,4167,-0.4437231123447418
fired,fili,3137,-0.4408135414123535
dated,date,2589,-0.4490082263946533
drugs,drugusi,2804,-0.46411266922950745
Blogs,Blogs,359,-0.44090399146080017
loads,laysi,3869,-0.42755892872810364
alike,eke,1751,-0.4405380189418793
phase,peasi,4449,-0.47331270575523376
epoch,Sepo,2941,-0.46838855743408203
hosts,kosutu,3499,-0.4258667528629303
outer,otu,4320,-0.4181531071662903
Loire,Loili,929,-0.44219860434532166
ocean,osen,4241,-0.46680593490600586
slide,seli,5219,-0.41928955912590027
eight,eigi,2854,-0.4902045428752899
awake,awake,1915,-0.4684198498725891
where,wee,6014,-0.40942391753196716
coded,kode,2327,-0.41436389088630676
major,mayo,3920,-0.41378849744796753
quake,Kuake,4701,-0.45807620882987976
style,sitele,5432,-0.48196908831596375
Fears,Felisi,634,-0.4287340044975281
Early,Elalyy,561,-0.47350186109542847
among,amongi,1785,-0.4834967851638794
Deeds,Deedi,522,-0.48105934262275696
peace,peese,4406,-0.4659208655357361
Bible,Beibe,351,-0.475964218378067
cells,kelli,2206,-0.40598782896995544
taxes,tayesi,5537,-0.4904153048992157
bound,boondi,2079,-0.4278497099876404
civil,kifili,2279,-0.48907896876335144
drive,ddibi,2796,-0.45936793088912964
After,Afteli,232,-0.4585353136062622
brown,boon,2107,-0.4687308073043823
often,oten,4260,-0.4054141342639923
earth,Saliti,2823,-0.49413809180259705
hotel,oteli,3501,-0.4111883342266083
alarm,alan,1748,-0.48222970962524414
avoid,aboi,1914,-0.41906070709228516
speed,spee,5314,-0.42280760407447815
Henry,Heniyi,757,-0.4564516544342041
grain,gain,3339,-0.40396642684936523
badly,badiyi,1933,-0.40738415718078613
wines,wine,6047,-0.4787445664405823
Korea,Kole,891,-0.4076944589614868
learn,lean,3802,-0.4039081335067749
times,temesi,5654,-0.4031520485877991
place,palasi,4476,-0.4519289433956146
hair,kili,3377,-0.4588676393032074
only,onli,4280,-0.41288653016090393
navy,nany,4138,-0.4496701657772064
rice,lesi,4922,-0.42755740880966187
cuts,kutusu,2571,-0.42923450469970703
mean,men,3981,-0.42878293991088867
nine,ne,4173,-0.46153172850608826
help,kelfe,3428,-0.47451817989349365
roll,lolu,4952,-0.48176634311676025
Card,Kali,410,-0.4636969566345215
natural,natuali,4133,-0.43574410676956177
covered,kofeley,2512,-0.41997286677360535
Armenia,Aleniya,285,-0.46098819375038147
cleared,kleley,2300,-0.40518689155578613
Guaran<unk>,Gwaan,727,-0.4021327495574951
ongoing,ongonga,4278,-0.4396520256996155
injured,induli,3616,-0.4834866225719452
silence,silensi,5170,-0.45232871174812317
aspects,aspesiti,1875,-0.45689618587493896
regular,legula,4817,-0.48158541321754456
Chinese,Seinese,438,-0.40147408843040466
samples,sampee,5003,-0.4741050899028778
section,sekion,5061,-0.4436163902282715
fencing,fengi,3108,-0.44526737928390503
anybody,anyboy,1814,-0.43665874004364014
dioxide,diosi,2711,-0.4813960790634155
pending,pendi,4417,-0.4821314811706543
Versace,Felsasesi,1550,-0.4249994456768036
provide,paafi,4670,-0.40138986706733704
housing,kusingi,3508,-0.4508741497993469
Pharaoh,Felaoku,1159,-0.436274915933609
greeted,gaete,3350,-0.4844841957092285
course,kou,2504,-0.49027833342552185
spirit,spiiti,5323,-0.40175262093544006
deaths,ddatesi,2602,-0.4922773838043213
phages,peagesi,4448,-0.4874223470687866
stores,sitolesi,5390,-0.46261870861053467
easily,Sasii,2826,-0.43875977396965027
Spring,Sepingi,1383,-0.4220108091831207
fallen,Lalon,3061,-0.47043824195861816
prides,pepidesi,4610,-0.42277175188064575
myself,miseli,4118,-0.4058188199996948
center,senteli,2208,-0.49471238255500793
adults,adulusi,1699,-0.4430139362812042
fierce,fie,3117,-0.4089219272136688
before,befole,1982,-0.43580883741378784
mature,matuli,3973,-0.4347500801086426
<unk>llman,Walman,1529,-0.4763483703136444
starts,sitali,5356,-0.46031323075294495
Danube,Dangube,512,-0.4072108864784241
<unk>r<unk>mqi,Wuwmi,6115,-0.4463975727558136
failed,feili,3056,-0.4985629916191101
answer,answi,1805,-0.4381023943424225
damage,damase,2580,-0.4666578769683838
radios,kadisi,4724,-0.43977639079093933
Greece,Gaeee,722,-0.4276587665081024
medals,medeli,3991,-0.4745272994041443
arrive,allibi,1861,-0.4697688817977905
valued,Lalu,5864,-0.489704430103302
groups,guopu,3357,-0.44467753171920776
forces,folese,3197,-0.43753954768180847
rarely,kaleliya,4741,-0.46033039689064026
Bridge,Blidge,374,-0.40108177065849304
design,desigi,2660,-0.44480469822883606
snarly,senliya,5234,-0.4032421410083771
urgent,ulgenti,5845,-0.4580383896827698
Number,Numbeli,1083,-0.4919554591178894
needed,neede,4147,-0.4371882677078247
Christ,kilisiti,441,-0.4806039333343506
height,eegi,3425,-0.4362592399120331
relays,lelaysi,4830,-0.44854632019996643
Buddha,Buduya,379,-0.4490177631378174
trails,takili,5713,-0.4430304765701294
