source,hyp,id,confidence
décès,dese,2890,-0.344424307346344
pièce,pies,4989,-0.3190023899078369
battu,bati,1691,-0.32352325320243835
Aucun,Aukin,219,-0.3866890072822571
aires,lair,1356,-0.39506107568740845
SWAPO,SiAPo,984,-0.3894128203392029
glace,glas,3438,-0.3345916271209717
noire,nwir,4607,-0.31659939885139465
Loong,Loong,718,-0.3745446801185608
ouest,oues,4771,-0.3756939172744751
bombe,bombe,1750,-0.31861612200737
parce,par,4814,-0.3941488564014435
Hall,Hal,535,-0.3130899667739868
John,Johon,615,-0.38617977499961853
1884,1884,41,-0.3597162663936615
deux,delou,2665,-0.3234063684940338
Card,Karde,297,-0.39575791358947754
Emma,Ema,441,-0.33623751997947693
Niue,Niu,828,-0.38957545161247253
1967,196,56,-0.38520634174346924
METI,MEt5,737,-0.3707801401615143
urne,larne,6576,-0.38023674488067627
Raju,Razi,947,-0.3160872459411621
Pays,Pay,896,-0.3355158269405365
part,par,4832,-0.3061615228652954
tous,tou,6420,-0.3216312825679779
rive,prive,5638,-0.310870885848999
sent,sante,5931,-0.3672994375228882
turc,turk,6531,-0.34277862310409546
tard,tar,6283,-0.31099987030029297
1767,156h,32,-0.3194389045238495
sauf,souf,5869,-0.3764090836048126
d'un,lin,2586,-0.39678922295570374
cède,sede,2457,-0.32118648290634155
roue,rou,5659,-0.36071914434432983
sols,Sol,6044,-0.3572070598602295
voit,voir,6710,-0.33232173323631287
n'ai,lai,4541,-0.3819875717163086
aisé,laizé,1358,-0.381560742855072
taux,tau,6287,-0.3215745687484741
Qing,Kingpong,939,-0.3041645288467407
luxe,liz,4218,-0.3201393783092499
vins,vin,6661,-0.35193106532096863
avec,aver,1622,-0.3871895670890808
Wild,Wild,1184,-0.30651918053627014
voix,voix,6713,-0.33048275113105774
Wall,Wal,1174,-0.30183979868888855
peau,pea,4890,-0.30226486921310425
mois,mwa,4433,-0.37621307373046875
fois,fwa,3302,-0.39324429631233215
huit,hwit,3572,-0.31663787364959717
pont,pont,5058,-0.3267155587673187
Vous,Tou,1168,-0.33705568313598633
août,aout,1443,-0.3115837275981903
tués,tue,6533,-0.3444961607456207
elle,pale,3010,-0.3181436359882355
Tant,Tant,1092,-0.37411028146743774
Tous,Tou,1116,-0.38517123460769653
1537,159,23,-0.39897391200065613
1683,1693,28,-0.37689080834388733
paix,paix,4793,-0.3997479975223541
chez,se,1991,-0.3068901002407074
soie,soie,6028,-0.3686719238758087
1994,19,68,-0.33650949597358704
tend,tande,6314,-0.30892637372016907
coût,kout,2398,-0.3424164950847626
chat,sat,1971,-0.38635382056236267
cœur,cir,2473,-0.35150468349456787
Tank,Tank,1091,-0.39603540301322937
sert,serte,5950,-0.3322448432445526
Dans,Dan,392,-0.32126450538635254
êtes,Ete,6957,-0.3564434051513672
Iowa,Ioya,580,-0.35128408670425415
plus,pli,5027,-0.3101091980934143
page,paze,4789,-0.37853312492370605
2006,2004,81,-0.30612680315971375
sept,septe,5937,-0.354585200548172
loir,loir,4189,-0.3616286814212799
1500,15004,22,-0.3887207806110382
Pas,Pa,893,-0.3889469802379608
nid,nik,4600,-0.33105412125587463
dus,dis,2842,-0.30724281072616577
est,est,3134,-0.3879254460334778
Ses,Ses,1019,-0.3164992332458496
sûr,sîr,6266,-0.3709716498851776
"5,0","5,0",130,-0.3054034411907196
Sie,Sie,1035,-0.3651002049446106
PDG,PDD,872,-0.3720013201236725
PIB,Pif,874,-0.3533664047718048
FBI,FF5,462,-0.3008803725242615
APS,APS,161,-0.35113269090652466
vos,vos,6727,-0.3494284152984619
tie,ti,6362,-0.32453596591949463
16e,16,29,-0.37446892261505127
mis,mis,4416,-0.31569167971611023
850,350,156,-0.3293778896331787
One,Onn,862,-0.375169962644577
CEP,CPEU,286,-0.37450292706489563
GBP,GPU,488,-0.3663276731967926
non,pon,4621,-0.39791569113731384
did,dik,2693,-0.3517027497291565
117,119,14,-0.3543315827846527
Peu,Pe,904,-0.3330807387828827
980,90,158,-0.3585937023162842
tôt,to,6554,-0.3079338073730469
Bay,Baya,251,-0.37494325637817383
les,pesé,4125,-0.39746183156967163
168,169,27,-0.3201617896556854
En,An,443,-0.37334340810775757
Là,Lavi,733,-0.3178985118865967
an,an,1412,-0.36700284481048584
ça,sa,6803,-0.3250230848789215
45,45,125,-0.33136430382728577
ni,lani,4598,-0.3156207203865051
ce,pe,1891,-0.33840104937553406
ai,lai,1340,-0.3830033838748932
65,65,143,-0.393262654542923
80,90,151,-0.3728208839893341
à,po,6797,-0.3478390872478485
B,5,239,-0.3503652513027191
a,po,1215,-0.31499919295310974
routes,rout,5670,-0.3944579064846039
plaide,plede,5000,-0.37122488021850586
finish,finis,3285,-0.3474929928779602
langue,lang,4106,-0.30615943670272827
Brooks,Brooks,273,-0.32752588391304016
poussé,pouse,5122,-0.33844852447509766
tigres,tig,6369,-0.3559211790561676
phrase,fraz,4968,-0.37367817759513855
essayé,eseye,3132,-0.3486170768737793
