source,hyp,id,confidence
l'ONU,lob,3886,-0.7213917374610901
d'eau,leau,2538,-0.7950701713562012
qu'il,kil,5368,-0.7585976719856262
H5N1,H5Ni,530,-0.7185936570167542
vous,pou,6736,-0.7166560888290405
1978,19o8,60,-0.7036282420158386
sens,sanpwat,5928,-0.741617739200592
runs,lorin,5682,-0.7639804482460022
œufs,Kofs,6963,-0.7330055832862854
voie,voi,6702,-0.7398906946182251
sous,Souse,6088,-0.7163995504379272
d'en,leno,2541,-0.7714232802391052
1889,198,43,-0.7817872166633606
USGS,ISUDi,1137,-0.7454844117164612
IRTF,IzUD,567,-0.7529758214950562
<unk>VIe,Sive,1199,-0.7198907136917114
1895,1895,45,-0.708992063999176
1770,1FF0,33,-0.7575706839561462
Âmes,sames,6784,-0.702877938747406
lait,lait,4099,-0.7004846334457397
100,100430,6,-0.7445042133331299
USA,HISA,1135,-0.7150729894638062
ont,onte,4731,-0.7710521221160889
378,373,116,-0.7262483239173889
Bas,Bas,248,-0.7654415965080261
<unk>Ie,pie,1195,-0.7445221543312073
fer,fer,3257,-0.7836387753486633
New,Neloz,820,-0.7404597997665405
NHK,N0,809,-0.7970520257949829
11e,11e,15,-0.7279848456382751
dos,douse,2816,-0.7085062265396118
DNF,DIF,384,-0.7668903470039368
ADN,Ado,160,-0.7718191742897034
500,5004,132,-0.7976531982421875
pH,pe,4785,-0.714958667755127
53,50,133,-0.7548724412918091
dû,dik,2990,-0.7577999830245972
De,Deve,398,-0.7724314332008362
un,lason,6558,-0.757773756980896
<unk>C,pe,6781,-0.743927538394928
5e,pe,136,-0.7296328544616699
km,kom,3851,-0.7392652630805969
10,150,5,-0.7499472498893738
me,me,4349,-0.7554478645324707
64,Pay,142,-0.7994779944419861
16,16,24,-0.7253223657608032
17,1h,30,-0.7570462822914124
N,Nif,804,-0.7929688096046448
<unk>VIIIe,Svif,1197,-0.7396803498268127
l'USGS,ISbi,3894,-0.7761588096618652
sœurs,swir,6270,-0.7417883276939392
c'est,Sest,1810,-0.7095458507537842
Deeds,Died,399,-0.7591379284858704
chaos,saole,1958,-0.7425891757011414
aucun,okin,1579,-0.7155269384384155
liens,lien,4141,-0.7193477153778076
<unk>I'an,Zan,1192,-0.7132402062416077
qu'au,qui,5358,-0.7653555274009705
curry,cirik,2449,-0.7818918228149414
<unk>IIIe,Sifie,1193,-0.7853452563285828
respectée,repekte,5569,-0.7273745536804199
Pays-Bas,Payas,897,-0.7330473065376282
contentement,konteman,2310,-0.7055714726448059
administrée,abinistre,1296,-0.7976372838020325
