source,hyp,id,confidence
elles,eles,3012,-0.5093198418617249
essai,ese,3127,-0.5755080580711365
aider,ide,1342,-0.5991287231445312
faune,fann,3243,-0.5853878855705261
l'ADT,Ado,3856,-0.5952206254005432
vont,zot,6726,-0.5231571197509766
1776,175,34,-0.5461921095848083
noix,noix,4610,-0.5827658176422119
2020,200033,91,-0.5733494758605957
<unk>IVe,Live,1194,-0.5500404238700867
p109,pif,4784,-0.5898321866989136
1861,186i,40,-0.546912431716919
1100,1150,12,-0.5724197626113892
noir,linir,4606,-0.5244195461273193
1624,1624,25,-0.5053073167800903
1000,1000330,7,-0.5500478744506836
2021,2041,92,-0.5885469317436218
état,eta,6911,-0.5038419961929321
port,porte,5067,-0.5364565253257751
NPWS,Nif,811,-0.5230990052223206
1998,199,70,-0.5288097858428955
ours,lour,4773,-0.5190449953079224
rien,larien,5631,-0.552948534488678
km<unk>h,kmouhe,3852,-0.5712291598320007
dues,dipes,2834,-0.561764657497406
doux,dou,2825,-0.5253344774246216
sais,sais,5842,-0.5034863352775574
2010,2019,85,-0.5028798580169678
1964,19i,54,-0.5530673861503601
Hong,Long,555,-0.531810462474823
rats,rat,5445,-0.575596809387207
s'en,penn,5809,-0.5367592573165894
1976,19i,58,-0.5074754953384399
s'il,Sil,5816,-0.5892778038978577
n'en,penn,4550,-0.5966336131095886
dieu,die,2694,-0.5327082276344299
sans,sanpwat,5859,-0.5454921722412109
1970,19F0,57,-0.566989004611969
fait,fabe,3225,-0.5276123881340027
116,116,13,-0.5523416996002197
roi,proi,5646,-0.5511561632156372
pas,pa,4860,-0.5086020231246948
NSW,Nif,813,-0.5310691595077515
cet,set,1928,-0.593546450138092
des,pesé,2651,-0.566891074180603
Mau,Mah,761,-0.5527834296226501
PBS,Paskif,870,-0.5604143738746643
vus,vis,6752,-0.5957496762275696
Des,De,402,-0.552072286605835
3<unk>2,"3,2",118,-0.5985264778137207
FKP,FUU,465,-0.5195758938789368
Ils,Ilshe,572,-0.5356564521789551
MDT,MDh,736,-0.5943619012832642
il,Sil,3601,-0.5290626287460327
14,19,19,-0.5250662565231323
31,316,110,-0.577921450138092
78,78,147,-0.5122404098510742
La,Sa,691,-0.5404805541038513
26,26,99,-0.5337653756141663
25,25,97,-0.5319243669509888
Ur,Ér,1148,-0.5683214664459229
23,230,95,-0.572521448135376
40,490,121,-0.5466120839118958
24,24,96,-0.5293372869491577
av,aver,1612,-0.5790603160858154
20,2004,74,-0.5793505311012268
<unk>,pe,6967,-0.5869273543357849
<unk>,pe,1191,-0.5869273543357849
<unk>,pe,6782,-0.5869273543357849
7,7,144,-0.5034965872764587
6,Pi,137,-0.5119203925132751
allait,ale,1373,-0.5375955700874329
soient,soien,6029,-0.5156568884849548
n'ayez,naye,4549,-0.568028450012207
Autres,Autes,233,-0.5770834684371948
timbre,tim,6370,-0.5047174692153931
taille,tail,6276,-0.5750524997711182
Hawaii,Hawaii,543,-0.5083378553390503
auquel,abikel,1587,-0.5605477094650269
défaut,defaut,2896,-0.5167450308799744
cuivre,kive,2441,-0.5488453507423401
L'île,Lile,690,-0.5807200074195862
notre,not,4641,-0.5160132050514221
d'âge,az,2594,-0.5153459310531616
entre,rente,3085,-0.517008364200592
Singh,Singh,1040,-0.5581226944923401
28000,28004,102,-0.5111375451087952
ports,por,5079,-0.5604578852653503
choix,chaice,2009,-0.5998892188072205
n'aie,ni,4542,-0.5136507153511047
honte,bonte,3556,-0.5617331266403198
s'est,st,5814,-0.5878338813781738
l'ont,lont,4043,-0.5441965460777283
parcs,par,4818,-0.552323043346405
farce,farce,3237,-0.5619465708732605
genre,zenre,3432,-0.5911798477172852
poils,pwale,5036,-0.5460318326950073
échelle,esele,6813,-0.5182548761367798
qu'ASUS,Ask,5356,-0.5572417378425598
paysage,payaz,4888,-0.5693318843841553
s'ouvre,louver,5822,-0.5446637868881226
4<unk>41<unk>30,4pi93,128,-0.508966326713562
Théâtre,Teaâte,1107,-0.5774808526039124
s'était,taité,5826,-0.5802243947982788
siècles,Siekle,6007,-0.5264673233032227
étaient,etaye,6906,-0.5761423707008362
voient,vwar,6703,-0.5347229838371277
L'ASUS,Ask,651,-0.5451050996780396
avance,avans,1616,-0.539599597454071
d'ISIS,ISid,2486,-0.563098669052124
œuvres,Lev,6965,-0.5033067464828491
hautes,abot,3535,-0.5915225148200989
chauds,saudons,1974,-0.5320454835891724
aident,idan,1341,-0.5465733408927917
plaintes,plainte,5003,-0.5220628380775452
cessent,sese,1927,-0.5929358601570129
quelque,kelke,5392,-0.5436410307884216
nombres,nonbe,4613,-0.5844120979309082
l'huile,lehile,3997,-0.5276426076889038
Winfrey,Winfre,1186,-0.5502240061759949
timbres,timbe,6371,-0.541411817073822
n'étant,letan,4559,-0.5556982755661011
1<unk>09<unk>02,1909à,71,-0.5152363777160645
O'Flynn,Lozinn,853,-0.5296621322631836
1894–1895,189493,44,-0.5395313501358032
ressemble,resanb,5577,-0.5521935224533081
Groenland,Groland,520,-0.5178658962249756
atteindre,atinde,1559,-0.5050544142723083
auraient,alore,1589,-0.5853857398033142
veuillez,vele,6634,-0.5396637320518494
Groening,Groeng,519,-0.5157027840614319
aimaient,laiman,1350,-0.5477361679077148
apparues,appari,1461,-0.5701008439064026
d'empêcher,anpeke,2540,-0.5070253610610962
remettait,rmete,5506,-0.5472415089607239
wagonways,wagone,6768,-0.5197225213050842
multi-ethnique,miltietem,4489,-0.5446887612342834
précurseurs,prekir,5260,-0.5790387988090515
elles-mêmes,pames,3013,-0.5545872449874878
aficionados,afisionado,1323,-0.5779623985290527
disparition,disparion,2747,-0.515667200088501
