source,hyp,id,confidence
qu'un,quin,5372,-0.8636652231216431
rois,rois,5647,-0.817995548248291
1789,198,35,-0.8972264528274536
sait,sauté,5849,-0.871614396572113
J<unk>-C,Jip,596,-0.8971826434135437
ces,pesé,1926,-0.8329184055328369
GMT,GhM,490,-0.8497409224510193
QVC,Qv,938,-0.8747113347053528
not,pnot,4637,-0.8149424195289612
U<unk>S,Piskong,1132,-0.8831771612167358
NPD,NPUe,810,-0.8068893551826477
800,30033,152,-0.8135071396827698
qu,Qui,5355,-0.8397688269615173
11,116,11,-0.8366864919662476
21,2193,93,-0.8506075143814087
la,la,4093,-0.8006361722946167
II,I16,565,-0.8559303879737854
Ne,Nepi,819,-0.8766332864761353
du,ladi,2833,-0.8027321696281433
m,pe,4234,-0.8202078938484192
4,pe,119,-0.81867516040802
T,To,1079,-0.81209796667099
c,Qik,1809,-0.8900918960571289
W,Sovi,1171,-0.8949821591377258
s'ils,silse,5817,-0.8139058351516724
l'ADN,Ado,3855,-0.8228059411048889
n'est,nes,4551,-0.8627763986587524
rails,ray,5420,-0.861602783203125
2<unk>11<unk>60,Lebidie,104,-0.8579400181770325
n'est-ce,Nest,4552,-0.8182468414306641
Gy<unk>ngyi,Gionzi,528,-0.814056932926178
l'UNESCO,INiS,3892,-0.8625036478042603
ressources,resurs,5582,-0.8877870440483093
