source,hyp,id,confidence
selon,selon,5914,-0.2049354761838913
âgées,aze,6802,-0.2662159502506256
arrêt,aret,1518,-0.25904640555381775
lieux,lie,4143,-0.2012563794851303
Elles,Eles,438,-0.27814051508903503
seuls,sel,5962,-0.2132561206817627
allez,ale,1380,-0.25939732789993286
l'air,ler,3913,-0.22504499554634094
Trois,Trwas,1125,-0.2717673182487488
n'ont,not,4555,-0.2951933741569519
Entre,Ante,447,-0.26168590784072876
place,place,4992,-0.22660979628562927
bande,band,1660,-0.24446028470993042
Autre,Aute,231,-0.2703893780708313
court,kourt,2385,-0.24970906972885132
rouge,rouz,5661,-0.25671932101249695
dîner,diner,2989,-0.26141226291656494
stock,stokaz,6138,-0.2683352530002594
géant,zean,3496,-0.22407709062099457
signe,sign,5972,-0.25218096375465393
effet,efet,2999,-0.22166293859481812
outre,out,4775,-0.24074214696884155
monde,mond,4443,-0.25471609830856323
trous,trou,6512,-0.26082783937454224
débit,debit,2851,-0.2528586983680725
Mick,Mike,774,-0.24686188995838165
Wong,Wong,1189,-0.29998356103897095
Tard,Tarde,1093,-0.21715016663074493
État,Etat,6791,-0.20855151116847992
Glen,Glene,508,-0.28406861424446106
2013,2014,87,-0.20475752651691437
1956,195,50,-0.2066430002450943
1939,199,47,-0.2619738280773163
venu,vini,6622,-0.2707602083683014
rock,Rok,5645,-0.27427178621292114
suit,swit,6180,-0.20187802612781525
Code,Kode,341,-0.2592317461967468
Hale,Hale,533,-0.2513526678085327
loin,loin,4187,-0.24359656870365143
lieu,lie,4142,-0.23930831253528595
Cinq,sinke,335,-0.2639082074165344
Game,Game,494,-0.20701353251934052
déjà,déza,2914,-0.23892807960510254
huis,his,3571,-0.2642729580402374
dans,danse,2625,-0.29491308331489563
même,mem,4538,-0.21002991497516632
sâme,same,6246,-0.2041579633951187
acte,akt,1272,-0.21365591883659363
grec,grek,3470,-0.25938084721565247
Ilha,Ilha,571,-0.27551764249801636
lacs,lacsé,4095,-0.27730414271354675
fret,fret,3372,-0.26290789246559143
Plus,Plis,912,-0.21655358374118805
jour,zour,3826,-0.25282514095306396
porc,pork,5064,-0.21084795892238617
agit,azit,1336,-0.23084300756454468
<unk>ork,Porke,1207,-0.2374316304922104
doit,doite,2795,-0.23951920866966248
1981,19i,63,-0.2838733196258545
Mike,Mik,776,-0.23481640219688416
avis,avi,1633,-0.28286269307136536
1995,199,69,-0.23899270594120026
pâle,pale,5338,-0.21420691907405853
cols,kol,2094,-0.25698310136795044
tuer,tuy,6528,-0.20456910133361816
test,test,6343,-0.2259887307882309
issu,isi,3795,-0.20694629848003387
Show,Soh,1031,-0.27260148525238037
peut,pe,4946,-0.20759083330631256
pain,pin,4792,-0.22337688505649567
pied,pie,4975,-0.23813478648662567
sein,sin,5910,-0.2686119079589844
vues,vi,6751,-0.2933211922645569
tige,tiz,6367,-0.2107401043176651
trop,Tro,6504,-0.20264068245887756
mort,mor,4465,-0.20943255722522736
"3,50","3,50",106,-0.29673436284065247
sont,zot,6058,-0.2505619525909424
geek,zeek,3430,-0.2484036087989807
fond,fond,3311,-0.2601310610771179
Rome,Rom,966,-0.2128310650587082
avez,ave,1629,-0.2096339464187622
Erie,Erye,451,-0.2453218400478363
très,tre,6521,-0.20978839695453644
tiré,tir,6378,-0.20937468111515045
prix,pri,5175,-0.294303297996521
Casa,Casa,301,-0.2324947863817215
2004,2044,79,-0.23686176538467407
seul,sel,5959,-0.20870618522167206
émis,emis,6868,-0.2585408687591553
Rick,Rike,955,-0.2547706365585327
père,per,5342,-0.21168453991413116
Luna,Lina,729,-0.21953003108501434
1850,1850,39,-0.21059471368789673
nuit,lanwit,4656,-0.23349310457706451
rare,rar,5439,-0.29420971870422363
Land,Lande,695,-0.2795376777648926
mers,mer,4367,-0.2685559093952179
tour,tour,6410,-0.25317394733428955
onze,onze,4732,-0.22490280866622925
plat,pla,5016,-0.23698514699935913
tira,tir,6374,-0.25543102622032166
1980,199,62,-0.20647868514060974
aire,lair,1355,-0.2332172840833664
Tony,Toni,1114,-0.22720427811145782
voir,vwar,6705,-0.2858256697654724
dix,dike,2784,-0.2861784100532532
bas,ba,1673,-0.29712459444999695
sur,sir,6210,-0.2599559426307678
"4,2","4,2",120,-0.20464850962162018
ère,ler,6804,-0.2781863510608673
ému,emi,6873,-0.28504931926727295
Jai,Jai,599,-0.27398306131362915
dis,dir,2736,-0.23343001306056976
riz,lariz,5641,-0.2674645781517029
Han,Han,537,-0.20855164527893066
ici,ici,3595,-0.24001696705818176
qui,qui,5397,-0.21104902029037476
web,web,6770,-0.2021455615758896
CPM,CPU,287,-0.21225333213806152
hui,hi,3570,-0.2440246045589447
D<unk>K,Dik,383,-0.2056015580892563
130,190,18,-0.24729260802268982
Son,Son,1048,-0.22220925986766815
"2,4","2,4",73,-0.24419789016246796
Aux,Aux,235,-0.2079448699951172
FAA,FAA,461,-0.2274741381406784
GHz,G5,489,-0.2922842502593994
inc,ink,3640,-0.23246899247169495
sol,Sol,6038,-0.28382381796836853
été,te,6939,-0.22959700226783752
<unk>Ve,pe,1201,-0.27109354734420776
fut,fit,3401,-0.2399759441614151
que,qui,5388,-0.20766814053058624
Del,Del,400,-0.2536775767803192
vol,vole,6714,-0.273332417011261
rex,rex,5623,-0.26428622007369995
âgé,aze,6800,-0.24596938490867615
et,et,3142,-0.2656390964984894
Et,Ek,456,-0.26814424991607666
da,da,2619,-0.2617870569229126
22,22,94,-0.26939088106155396
27,2h,100,-0.2593845725059509
kg,kg,3849,-0.28069525957107544
au,alo,1576,-0.22394277155399323
né,pne,4659,-0.21968010067939758
70,70,145,-0.2924780249595642
ou,pou,4770,-0.25582048296928406
là,la,4220,-0.2674589455127716
je,pe,3814,-0.257057785987854
al,al,1363,-0.2992510199546814
sa,sa,5828,-0.21639680862426758
le,pe,4120,-0.21337486803531647
41,4193,124,-0.22564852237701416
J,po,593,-0.25495293736457825
r,pe,5407,-0.25359129905700684
suffit,sifit,6175,-0.21402572095394135
repose,repoz,5549,-0.20989540219306946
fruits,fri,3382,-0.24489812552928925
est-il,eski,3135,-0.26614493131637573
depuis,dipis,2645,-0.25941115617752075
étoles,etole,6921,-0.20940449833869934
espoir,espwar,3119,-0.26536986231803894
humour,himour,3579,-0.24898819625377655
former,form,3338,-0.2072349637746811
quatre,katre,5386,-0.2926287055015564
rouges,rouz,5662,-0.21438761055469513
report,repor,5546,-0.23581203818321228
humeur,himer,3577,-0.23515892028808594
précis,presis,5253,-0.22347500920295715
objets,obze,4682,-0.20709531009197235
rendue,randi,5529,-0.2556782364845276
études,tide,6934,-0.22383494675159454
raides,red,5419,-0.29039573669433594
viande,viann,6637,-0.21990737318992615
lequel,lekel,4124,-0.21210381388664246
servis,servi,5956,-0.22633205354213715
faible,fab,3219,-0.205921471118927
telles,teles,6302,-0.26818060874938965
décida,desida,2864,-0.2363487035036087
rester,res,5590,-0.2553524672985077
enfuit,anfit,3041,-0.2994270324707031
causer,kauze,1885,-0.2159857451915741
currys,kirris,2450,-0.24517510831356049
points,pwin,5040,-0.21251730620861053
pierre,pier,4977,-0.21297253668308258
boîtes,bwat,1774,-0.26261061429977417
