source,hyp,id,confidence
L'eau,Lo,669,-0.6151027083396912
salle,Sal,5850,-0.6772008538246155
ceux,se,1930,-0.6393827795982361
Sans,san,1000,-0.6446996927261353
2008,204,83,-0.6358914971351624
UCLA,ISA,1133,-0.6834776401519775
eaux,leaux,2994,-0.6794911623001099
rues,priye,5677,-0.6346595883369446
PALM,PaU,869,-0.6110170483589172
Ceux,Se,317,-0.6407247185707092
sang,sangpà,5855,-0.695487916469574
<unk>les,pesé,6795,-0.6739735007286072
J'ai,Jai,594,-0.6410709619522095
îles,iles,6961,-0.6752039790153503
nord,nor,4627,-0.6784219741821289
airs,lair,1357,-0.6411716938018799
j'ai,lai,3802,-0.6932377815246582
Jeux,zel,611,-0.6821675300598145
quel,qui,5389,-0.6057553887367249
"3,9",39,108,-0.6839450001716614
ses,pese,5957,-0.6619647741317749
600,600033,141,-0.6699626445770264
vie,vie,6644,-0.6152744293212891
III,II6,566,-0.6080665588378906
mes,pesé,4369,-0.689875602722168
NHC,Nà,808,-0.6806923747062683
une,pinn,6560,-0.6167606711387634
000,000330,2,-0.6417591571807861
Ces,Sese,315,-0.6532881259918213
All,Al,177,-0.6694226861000061
PEC,PE,873,-0.6915640234947205
île,ile,6960,-0.6410473585128784
200,20044,75,-0.6085861325263977
KNP,KqU,625,-0.6841298937797546
FIC,FIC,463,-0.6633830070495605
en,penn,3027,-0.6995013952255249
Hu,5,561,-0.6106129288673401
18,19,36,-0.6423090100288391
83,833,155,-0.6417653560638428
C,C,283,-0.6981350183486938
s,pe,5793,-0.6589901447296143
1,1,4,-0.6296634078025818
0,90,0,-0.6909964680671692
D,De,377,-0.6105950474739075
n,lan,4540,-0.6053808331489563
g,ge,3415,-0.6807948350906372
y,poy,6772,-0.6558566093444824
frappe,tape,3370,-0.6641508340835571
aurez,aure,1591,-0.6978433132171631
qu'on,on,5371,-0.6380155086517334
L'ONU,Lon,661,-0.6527873277664185
reine,reinn,5486,-0.6600626707077026
chaud,saudial,1973,-0.6154953241348267
était,tair,6907,-0.6218551993370056
trait,trair,6441,-0.6973440051078796
<unk>VIIe,Svif,1198,-0.6995998024940491
voies,voir,6704,-0.659095287322998
ainsi,lains,1353,-0.6999576687812805
ailes,ales,1348,-0.6576546430587769
TB-MR,T-M5,1082,-0.6750689744949341
avait,ave,1614,-0.6687737703323364
urnes,lirn,6577,-0.6163280010223389
c'était,Etair,1812,-0.6621922850608826
n'était,tair,4558,-0.6280969977378845
heures,Eher,3539,-0.6953490972518921
chaîne,sane,1977,-0.6519626975059509
nombre,nomat,4612,-0.6976496577262878
qu'une,konn,5373,-0.6703757643699646
<unk>VIème,Sivem,1200,-0.6598415374755859
<unk>e–<unk>Ie,Sepie,1203,-0.6186150312423706
l'USOC,ISlok,3895,-0.6153110265731812
oiseaux,oizeaux,4724,-0.6494659781455994
l'offre,ofer,4041,-0.6064124703407288
802<unk>11a,IzoUida,153,-0.6379019021987915
quelqu'un,quiken,5391,-0.6518240571022034
feuilles,ferl,3269,-0.6116737127304077
d'oiseau,loisea,2576,-0.6028940677642822
sont-ils,sotik,6059,-0.6959161162376404
allaient,alian,1372,-0.60392165184021
chrétienté,kretiem,2017,-0.6213144659996033
rapportent,rapor,5436,-0.6090807914733887
meilleurs,mer,4353,-0.6372179388999939
elle-même,pame,3011,-0.6667400002479553
particulièrement,partikilie,4851,-0.6701335310935974
jusqu'alors,zolor,3841,-0.6115515232086182
