source,hyp,id,confidence
5.000,5.000,134,-0.1734427809715271
Tejas,Tellas,1159,-0.10489396750926971
igual,igual,4082,-0.15818357467651367
élevé,élevé,6977,-0.14062228798866272
debió,debió,2717,-0.18381763994693756
clave,clau,2202,-0.18874303996562958
sería,sería,6191,-0.14659735560417175
nació,naixió,4868,-0.14393918216228485
elevó,elevó,3160,-0.17081309854984283
sedas,sedas,6130,-0.11796373873949051
plano,plano,5348,-0.1045035794377327
líder,lider,4552,-0.15682755410671234
tenía,teneba,6493,-0.15136834979057312
judío,chudío,4369,-0.10928933322429657
Mejor,Millor,800,-0.18930785357952118
Solía,Solía,1114,-0.19331206381320953
esquí,esquí,3396,-0.1284930557012558
lucha,luita,4531,-0.11450795084238052
quedó,quedó,5700,-0.1830650418996811
jamás,chamás,4353,-0.15758557617664337
lleva,leva,4493,-0.12812350690364838
negro,negro,4909,-0.1227521300315857
nadie,nadie,4872,-0.11685368418693542
ayudó,aduyó,1814,-0.14759483933448792
envié,ninvié,3285,-0.11017207056283951
dudas,dudas,3078,-0.15070411562919617
flete,flet,3693,-0.17198660969734192
misma,misma,4750,-0.11669624596834183
flujo,fluxo,3698,-0.10803384333848953
orín,orín,5112,-0.1371612250804901
será,será,6189,-0.1350577026605606
ruta,ruta,6049,-0.102900430560112
tuvo,tuvo,6685,-0.13032935559749603
4892,4892,130,-0.12319442629814148
ágil,áchil,6962,-0.14217612147331238
nada,nada,4869,-0.1537475287914276
deja,deixa,2753,-0.12268202006816864
idea,ideya,4070,-0.11564361304044724
fino,fin,3686,-0.1683620661497116
1850,1850,41,-0.19137081503868103
Cuál,Cuál,397,-0.11519190669059753
auto,auto,1782,-0.1776004582643509
ayer,ayer,1811,-0.1385890245437622
arte,arte,1692,-0.18807949125766754
Cabo,Cabo,306,-0.14575454592704773
Irak,Irak,661,-0.13380354642868042
Ello,Ello,478,-0.12170524150133133
Para,Para,933,-0.12073453515768051
rana,rana,5732,-0.1091201975941658
Emma,Emma,480,-0.15330074727535248
tasa,tasa,6441,-0.16300566494464874
auge,auge,1774,-0.11433389037847519
usar,usar,6735,-0.1439649909734726
cree,creye,2573,-0.11777829378843307
3980,3980,121,-0.1922507882118225
sido,sido,6205,-0.19612731039524078
hará,fará,3965,-0.1032090112566948
irse,ir-se,4343,-0.14996622502803802
gila,chila,3855,-0.17350366711616516
obra,obra,4997,-0.13586652278900146
Toto,Tot,1187,-0.15481743216514587
dejó,deixó,2760,-0.1697840541601181
ocho,ocho,5024,-0.19898173213005066
cuán,cuán,2669,-0.15132111310958862
olas,olas,5056,-0.19745098054409027
aire,aire,1472,-0.11904294788837433
7000,7000,153,-0.17556770145893097
1861,1861,42,-0.18927831947803497
tras,tras,6619,-0.11516707390546799
Hhan,Han,617,-0.14501363039016724
Aire,Aire,193,-0.10445070266723633
Dado,Dado,401,-0.11299740523099899
Asia,Asia,240,-0.10202336311340332
allá,allá,1517,-0.142837256193161
guía,guía,3917,-0.18453073501586914
arco,arco,1668,-0.160297691822052
cada,cada,1965,-0.17255203425884247
cien,cien,2160,-0.13136571645736694
seco,seco,6120,-0.10677163302898407
sámi,sami,6404,-0.10532346367835999
mano,mano,4592,-0.18350884318351746
alza,alza,1539,-0.19103248417377472
9400,9400,168,-0.17125223577022552
1889,1889,45,-0.11539064347743988
Haga,Haga,596,-0.12366031110286713
daño,danyo,2702,-0.11810764670372009
Irán,Irán,662,-0.1131863072514534
león,lión,4455,-0.16270151734352112
Cada,Cada,307,-0.12558358907699585
Anna,Anna,214,-0.11402268707752228
pasó,pasó,5219,-0.1897069811820984
tres,tres,6656,-0.1088329330086708
fija,fixa,3658,-0.14160022139549255
algo,algo,1504,-0.18765082955360413
usos,usos,6740,-0.18634986877441406
urna,urna,6727,-0.10149809718132019
cama,cama,1987,-0.11490639299154282
taco,taco,6417,-0.13002461194992065
yace,yace,6944,-0.1530105173587799
Rojo,Royo,1028,-0.17824681103229523
ello,ello,3165,-0.19653642177581787
Allí,Allí,203,-0.14683030545711517
1000,1000,5,-0.12472526729106903
doce,doce,3053,-0.12285368889570236
dada,dada,2689,-0.1461927592754364
coco,coco,2223,-0.10317426919937134
como,como,2271,-0.15474364161491394
halo,falo,3961,-0.14747273921966553
niño,nino,4930,-0.15315037965774536
rara,rara,5734,-0.11625917255878448
Java,Java,680,-0.1710926741361618
Alta,Alta,205,-0.10372775793075562
1819,1819,40,-0.14480552077293396
real,real,5750,-0.18630991876125336
buen,buen,1937,-0.10045535862445831
2020,2020,91,-0.17613326013088226
XIII,XII,1272,-0.11801667511463165
bajo,baixo,1831,-0.13843049108982086
cosa,cosa,2555,-0.11003749817609787
sino,sino,6244,-0.12987573444843292
cuyo,cuyo,2666,-0.10673724859952927
caja,caixa,1971,-0.17190133035182953
2007,2007,82,-0.1543026864528656
huye,huye,4058,-0.1994311660528183
paso,paso,5212,-0.17091703414916992
alfa,alfa,1503,-0.16445587575435638
Con,Con,358,-0.15802837908267975
dan,dan,2692,-0.1116408035159111
amb,amb,1542,-0.11919894069433212
III,III,638,-0.11698240041732788
Era,Era,484,-0.17557021975517273
hay,hay,3969,-0.16175693273544312
ADT,ADT,171,-0.12024456262588501
Fue,Fue,546,-0.14571364223957062
Lee,Lee,736,-0.11209431290626526
Oro,Oro,911,-0.1975947916507721
ser,ser,6180,-0.11746782809495926
Del,Del,421,-0.11338106542825699
Aún,Aún,260,-0.18438193202018738
Dos,Dos,440,-0.12084732949733734
XII,XII,1271,-0.13120035827159882
nos,nos,4958,-0.19555045664310455
Río,Río,1041,-0.1959153711795807
amo,amo,1558,-0.1745409518480301
pie,pie,5321,-0.12008284032344818
Rey,Rey,1019,-0.15658892691135406
eje,eixe,3132,-0.11206351965665817
800,800,159,-0.1518937051296234
Mes,Mes,804,-0.1602928340435028
E.E,E.E,453,-0.1497398316860199
Sea,Sea,1072,-0.17312340438365936
ley,ley,4450,-0.10846661776304245
den,den,2783,-0.14124995470046997
oír,oír,5127,-0.12383520603179932
ver,veyer,6810,-0.1284227818250656
491,491,131,-0.15864399075508118
"3,9","3,9",109,-0.11091900616884232
Aun,Aun,252,-0.14468733966350555
Sus,Sus,1137,-0.1639242023229599
600,600,145,-0.19237424433231354
Muy,Mui,837,-0.15750789642333984
Más,Más,838,-0.18748077750205994
ADN,ADN,170,-0.11805204302072525
"4,2","4,2",124,-0.14973817765712738
Ley,Ley,737,-0.14694678783416748
tan,tan,6427,-0.15171419084072113
ion,ion,4335,-0.11096864193677902
APS,APS,172,-0.10096757113933563
etc,etc,3482,-0.15984876453876495
mes,mes,4700,-0.10894889384508133
Vía,Vía,1252,-0.19233950972557068
XVI,XVI,1276,-0.18275919556617737
Ana,Ana,209,-0.1411116123199463
200,200,76,-0.19517827033996582
17,17,32,-0.1038912683725357
pH,pH,5130,-0.12744683027267456
Co,Co,344,-0.15867777168750763
41,41,128,-0.1640089899301529
no,no,4932,-0.10627543926239014
Ed,Ed,460,-0.1384025365114212
56,56,139,-0.1291443407535553
EM,EM,456,-0.10030366480350494
Un,Un,1213,-0.11857253313064575
18,18,39,-0.10602156072854996
va,va,6754,-0.15864907205104828
ac,ac,1331,-0.17711912095546722
65,65,149,-0.15384559333324432
31,31,112,-0.1965591013431549
km,km,4391,-0.13028192520141602
24,24,95,-0.1432606279850006
19,19,48,-0.17700061202049255
20,20,75,-0.11892259120941162
te,te,6445,-0.19404704868793488
tu,tu,6675,-0.1928420215845108
16,16,27,-0.14797529578208923
et,et,3479,-0.16353429853916168
Su,Su,1127,-0.143843412399292
C,C,302,-0.19918181002140045
3,3,107,-0.12236674129962921
O,O,885,-0.18289890885353088
d,d,2685,-0.1033136397600174
6,6,141,-0.14066298305988312
u,u,6700,-0.1774819940328598
h,h,3921,-0.1809888482093811
obrera,obrera,4999,-0.10481959581375122
alguna,alguna,1506,-0.11221479624509811
húmedo,humedo,4067,-0.16562782227993011
encaró,encaró,3207,-0.19707758724689484
pelear,pelear,5240,-0.12643593549728394
cuesta,cuesta,2635,-0.12292324006557465
