source,hyp,id,confidence
Estos,Estos,506,-0.46558403968811035
hacer,facer,3948,-0.43790966272354126
Otra,Atra,912,-0.44778895378112793
2013,2003,87,-0.47531333565711975
2021,2021,92,-0.4146733283996582
1977,1977,61,-0.4268219769001007
1998,1998,71,-0.46086543798446655
Esto,Esto,505,-0.48076024651527405
Esta,Ista,497,-0.430926650762558
dijo,dixo,2972,-0.4232044517993927
1940,1940,51,-0.4005698263645172
1970,1970,59,-0.4485699236392975
1920,1920,49,-0.4683123230934143
2004,2004,79,-0.4943193197250366
1959,1959,54,-0.4519058167934418
esta,ista,3398,-0.4918925166130066
les,les,4437,-0.47638386487960815
así,así,1739,-0.4227578938007355
del,del,2761,-0.43738803267478943
que,que,5693,-0.41435927152633667
han,s'han,3962,-0.4262586534023285
ese,este,3337,-0.4585876166820526
ve,ve,6775,-0.40630820393562317
21,21,93,-0.43218836188316345
se,se,6112,-0.4966999888420105
ej,eix,3131,-0.4906517565250397
ha,ha,3922,-0.4862084984779358
4,4,123,-0.48472312092781067
0,0,0,-0.41188421845436096
1,1,2,-0.4131206274032593
puedes,puetz,5664,-0.41244927048683167
hacía,facía,3953,-0.4422561824321747
estos,estos,3440,-0.4831002354621887
cuándo,cuán,2670,-0.48355481028556824
sostuvo,sostuvo,6313,-0.4051896631717682
haciendo,faciendo,3952,-0.40878650546073914
contienen,contien,2496,-0.486319363117218
sobremedicación,sobremedicato,6262,-0.42562222480773926
desactivarlos,desactivar,2818,-0.4259551465511322
funcionarios,funcionario,3777,-0.4029214084148407
distanciando,distancia,3024,-0.4828168749809265
sanguinarios,sanguinario,6098,-0.4611804187297821
practicando,practicán,5444,-0.464832067489624
