source,hyp,id,confidence
2011,2001,86,-0.6834060549736023
1995,1994,70,-0.6506878733634949
2015,2015,88,-0.6119943857192993
000,0000,1,-0.6785157918930054
ven,ven,6793,-0.6440765857696533
Las,Las,731,-0.6034740805625916
29<unk>,29:,105,-0.6872117519378662
10,10,3,-0.610343873500824
en,en,3204,-0.6660398840904236
El,El,473,-0.6772680878639221
La,La,721,-0.6716282963752747
ya,ha,6943,-0.6204984188079834
verticalista,verticals,6824,-0.6060529947280884
funcionando,funciando,3776,-0.6955129504203796
