source,hyp,id,confidence
hoja,foja,4012,-0.5529152154922485
esto,esto,3438,-0.581062912940979
1981,1981,64,-0.5096442699432373
1945,1945,52,-0.5050585269927979
2010,2000,85,-0.5339383482933044
2005,2005,80,-0.5342335104942322
1993,1993,68,-0.5114771127700806
1967,1967,58,-0.5536472797393799
a.C,aC,1296,-0.5303224325180054
uno,un,6721,-0.5360767245292664
Los,Los,753,-0.5318259596824646
esa,esta,3303,-0.5226254463195801
eso,isto,3345,-0.5894532799720764
30,30,111,-0.5023751854896545
En,En,482,-0.5437442660331726
lo,lo,4507,-0.5602843165397644
De,De,413,-0.5654081702232361
50,50,136,-0.5011234879493713
el,el,3142,-0.5594084858894348
un,un,6709,-0.5442572832107544
25,25,97,-0.5007135272026062
le,le,4420,-0.5447002053260803
11,11,10,-0.5982924699783325
debían,deban,2720,-0.565673291683197
ofrecer,ofricer,5052,-0.5132181644439697
Chişinău,Chilinéu,339,-0.518194854259491
terminando,rematando,6503,-0.509428083896637
dieciocho,deciocho,2946,-0.5251787900924683
Bellingshausen,Bellingshause,274,-0.5079099535942078
clasificación,clasificato,2201,-0.5937046408653259
estacionales,estacions,3411,-0.5540501475334167
comunicación,comunicau,2330,-0.5882983803749084
poblacional,poblacions,5365,-0.5004157423973083
fabricación,fabrican,3598,-0.5642141699790955
