source,hyp,id,score
Abraháma,Abrahama,178,-3.81767
Abychom,Abychom,180,-3.78243
B,B,263,-3.23949
Bali,Bali,271,-3.0921
Borneu,Borneju,301,-3.50259
Britské,Britiskeje,307,-3.82576
Británie,Britanija,308,-3.71563
Běžná,Běžna,329,-3.11682
Casa,Casa,339,-3.68017
D,D,381,-3.24998
Daru,Daru,389,-3.1813
Del,Del,400,-3.78871
Dne,Dne,408,-3.27259
Dodal,Dodal,411,-3.49274
Dohody,Dohody,412,-3.69218
Doktor,Doktor,414,-3.87263
Dokud,Dokud,415,-3.94815
Dr,Dr,421,-3.65753
Dravid,Drawid,423,-3.31615
Dva,Dwa,436,-3.31982
Dánsku,Danskej,442,-3.50819
H,H,566,-3.97338
Hale,Hale,571,-3.21776
Han,Han,575,-3.31409
Harmonie,Harmonija,579,-3.77263
Italština,Itališćina,642,-3.40245
Jablka,Jabłuka,651,-3.26234
Jai,Jaki,653,-3.82448
James,Jamjes,660,-3.59217
Jednou,Jedno,676,-3.04487
Její,Jeje,681,-3.76011
Jejím,Jejim,682,-3.80897
Jinak,Jinak,692,-3.37405
Jr,Jr,705,-3.89397
Jákoba,Jakoba,708,-3.74471
Jáva,Jawa,709,-3.02978
Kan,Kan,714,-3.68258
Kasina,Kasina,726,-3.32776
Každý,Kóždy,730,-3.01666
Klene,Hlene,741,-3.08138
Kultura,Hultura,784,-3.63876
Luna,Luna,826,-3.23708
Mají,Maja,848,-3.73967
Malar,Malar,849,-3.92632
Malé,Malej,851,-3.69616
Mangola,Mangoła,852,-3.70279
Manta,Manta,854,-3.40937
Marianě,Marianje,856,-3.88639
Maroku,Maroku,860,-3.42063
Micka,Miska,884,-3.91182
Ministerstva,Ministerstwa,889,-3.90595
Ministerstvo,Ministerstwo,890,-3.92473
Ministra,Ministra,891,-3.78134
Má,Ma,925,-3.30981
Města,Lěsta,932,-3.30637
Město,Lěsto,933,-3.63155
N,N,940,-3.33148
Nahoře,Nahorje,950,-3.57881
Není,Njenje,982,-3.52298
Noto,Noto,1014,-3.51626
Nu,Nju,1019,-3.58359
Nákaza,Nakaza,1023,-3.64413
Oba,Oba,1042,-3.82443
Objev,Objewje,1046,-3.89124
Od,Wodź,1060,-3.17168
Oli,Woli,1071,-3.62042
Pago,Pago,1103,-3.23889
Palestinská,Palesćiniska,1106,-3.64942
Pamela,Pamjela,1108,-3.53125
Paní,Panje,1110,-3.78043
Paro,Paro,1115,-3.52342
Petra,Petra,1129,-3.79838
Plata,Plata,1136,-3.66587
Pokud,Pokud,1153,-3.90279
Portugalština,Portugališćina,1165,-3.44495
Potro,Potro,1170,-3.56129
Pravidelná,Prawidźelnja,1186,-3.04736
Prokuratura,Prokuratura,1196,-3.19638
Protože,Protože,1200,-3.33247
Provedli,Prowjedli,1202,-3.29154
Provoz,Prowoz,1203,-3.79404
Prozatím,Prozatim,1204,-3.94806
Proč,Proč,1206,-3.70737
Pár,Par,1220,-3.58219
Přes,Pres,1230,-3.20038
Přišel,Přišel,1237,-3.93968
Přístav,Přistaw,1241,-3.67386
Radio,Radio,1247,-3.06937
Raju,Raju,1249,-3.12922
Region,Region,1255,-3.75453
Roca,Roca,1264,-3.54732
Roku,Roku,1266,-3.92685
Romantismus,Romantismus,1268,-3.4504
Romů,Romo,1270,-3.52459
Rostliny,Rostliny,1273,-3.63006
S,S,1288,-3.19525
Sachin,Sachin,1293,-3.16685
Safari,Safari,1295,-3.41044
Samice,Samica,1301,-3.03302
Samoji,Samoji,1303,-3.57104
Samotná,Samotna,1304,-3.55528
Sanju,Sanju,1309,-3.06274
Santorini,Santorini,1310,-3.77309
Satoru,Saktoru,1317,-3.53093
Severních,Sewjernich,1340,-3.9398
Shika,Shika,1347,-3.25414
Sintra,Sintra,1363,-3.96331
Skoro,Skuro,1367,-3.40167
St,Sć,1395,-3.72379
Světovým,Swětowym,1437,-3.12572
Sámy,Samy,1441,-3.0517
T,T,1447,-3.14436
Tamaki,Tamaki,1460,-3.4595
Tank,Tank,1462,-3.68781
Tento,Tento,1474,-3.34209
Tesla,Tesla,1477,-3.8291
Tommy,Tommy,1492,-3.6278
Tri,Tri,1502,-3.74932
Trvala,Trwala,1505,-3.66799
Turistika,Turistiska,1511,-3.85817
Turné,Turne,1512,-3.79804
Tužka,Tužka,1514,-3.4307
Tyto,Tyto,1519,-3.66207
V,W,1550,-3.5911
Ve,Wy,1555,-3.99006
Volal,Woła,1588,-3.68467
Východního,Wychodnjeho,1607,-3.43234
Východě,Wychodźe,1610,-3.88394
Věda,Wěda,1616,-3.98515
Zachary,Cachary,1656,-3.07787
Záchody,Cachody,1690,-3.12345
abyste,byšće,1707,-3.5294
aktivisty,aktiwisty,1727,-3.72708
aktivit,aktiwit,1728,-3.52818
aktivity,aktiwity,1730,-3.89485
aktivních,aktiwnich,1732,-3.16265
aktivními,aktiwnimi,1733,-3.77637
aktivovány,aktiwowany,1735,-3.88695
americká,amjeriska,1751,-3.94653
anarchie,anarchija,1762,-3.74757
angličtině,anglišćinje,1766,-3.65486
arabštině,arabšćinje,1775,-3.01497
aristokracie,aristokracija,1777,-3.36722
aromatická,aromatiska,1783,-3.47293
asi,asi,1787,-3.95617
atlantických,atlantiskich,1795,-3.52974
atomy,atomy,1802,-3.33071
atrakci,atrakci,1803,-3.86334
autor,awtor,1820,-3.85409
ačkoli,ačkoli,1826,-3.80209
barvu,barwu,1839,-3.07125
batohu,batohu,1841,-3.41965
bažinami,baginami,1842,-3.75569
belgickým,belgiskim,1843,-3.40926
berberskými,berbjerskimi,1845,-3.56933
bezprostřední,bezprostřednje,1858,-3.49993
bhajan,bohajan,1860,-3.65339
biliony,biliony,1865,-3.44169
binárních,binarnich,1867,-3.40076
biosféru,biosferu,1871,-3.7994
bitvy,bitwy,1873,-3.54901
blokáda,blokada,1883,-3.6278
blízko,blisko,1888,-3.10364
bodů,boda,1901,-3.69633
bohatství,bohatosće,1903,-3.39091
bojištích,bojišćich,1911,-3.46152
bojovalo,bojowało,1912,-3.01297
bojovníka,bojownika,1913,-3.20234
bojí,boja,1916,-3.0057
bojů,bojo,1917,-3.61289
bouře,bourje,1924,-3.31391
braly,brały,1929,-3.00272
brambory,bramjebory,1930,-3.8087
brazilské,brazilskeje,1933,-3.88753
britští,britišći,1938,-3.53211
brzy,brozy,1942,-3.93133
bránící,branica,1944,-3.26954
budou,budoju,1949,-3.59958
budíku,budźiku,1956,-3.36794
bukem,bukem,1957,-3.64802
bydlení,bydlenje,1967,-3.85184
byl,byl,1968,-3.64955
bylin,bylin,1971,-3.61136
bylo,było,1972,-3.63658
bílý,běły,1984,-3.63323
během,běham,1989,-3.04381
běžkách,běžkach,1993,-3.91411
běžnou,běžno,1994,-3.25309
běžně,běžne,2000,-3.1439
břeh,brjóh,2002,-3.54966
břehu,brjehu,2003,-3.92246
břitva,britwa,2007,-3.22188
celé,celej,2020,-3.28018
celého,celeho,2021,-3.50609
celých,celich,2024,-3.8572
centra,centra,2028,-3.76595
cenu,cenu,2035,-3.78212
cestovat,cestowat,2042,-3.86764
cestách,cestach,2055,-3.43793
chilského,chilskejeho,2070,-3.25951
chlebu,chlebu,2074,-3.64097
choroby,choroby,2078,-3.22834
chráněny,chranjeny,2091,-3.66544
chtít,chtić,2092,-3.9245
chtěla,chtela,2094,-3.88347
chudoby,chudoby,2095,-3.47662
chválení,chwalenje,2098,-3.62737
chytá,chita,2105,-3.88923
cla,cla,2119,-3.38064
co,co,2121,-3.05761
cíli,cili,2139,-3.88039
dané,danje,2158,-3.57236
daného,danjeho,2159,-3.14958
daném,danym,2160,-3.91428
daní,danje,2161,-3.2821
daně,danje,2163,-3.31406
davem,dawjem,2169,-3.11981
dařilo,dariło,2171,-3.54707
delší,dźelši,2185,-3.57149
detekovat,dźećekowat,2200,-3.71654
devátý,dewaty,2205,-3.89301
diskutoval,dźiskutowal,2228,-3.83088
divize,dźiwize,2235,-3.40547
divokých,dźiwokich,2238,-3.17263
divočině,dźiwočinje,2240,-3.62412
divočáka,dźiwočaka,2241,-3.74127
divů,dźiwo,2242,-3.84937
dnes,dnjes,2256,-3.06028
dnů,dno,2260,-3.3319
dobrovolníci,dobrowołnici,2264,-3.41428
docela,docela,2279,-3.4
dochované,dochowanje,2280,-3.3774
dodnes,dodnjes,2283,-3.1687
dodávání,dodawanje,2288,-3.96317
dojatá,dojata,2293,-3.61442
dojatý,dojaty,2294,-3.46127
dojem,dojem,2296,-3.061
doklady,dokłady,2298,-3.0722
dokonce,dokonca,2300,-3.20037
dokořán,dokoran,2305,-3.41521
dokázalo,dokazało,2310,-3.742
dokáže,dokaže,2311,-3.75392
dolary,dołary,2313,-3.18146
dolů,doło,2316,-3.25774
domorodou,domorodoju,2322,-3.89609
domovských,domowskich,2327,-3.85714
domě,domje,2335,-3.04496
domů,domo,2336,-3.04535
dopadů,dopado,2340,-3.93998
doplavala,doplawala,2343,-3.04522
dopravní,doprawne,2354,-3.564
dopravním,doprawnim,2356,-3.15878
dopravě,doprawje,2359,-3.48965
dorazil,doraził,2360,-3.42658
dorazila,dorazila,2361,-3.77317
dosahoval,dosahowal,2364,-3.96486
dosahu,dosahu,2365,-3.57792
dospěli,dospeli,2371,-3.87053
dostatek,dostatak,2384,-3.33313
dostupná,dostupna,2391,-3.95356
dosáhli,dosahli,2398,-3.85911
dotazy,dotazy,2402,-3.52411
dovedou,dowjedu,2406,-3.93396
dovolené,dowolene,2408,-3.46646
