source,hyp,id,score
Aby,Aby,179,-4.41444
Adam,Hdam,181,-4.53203
All,Hlel,196,-4.93145
Aristarchus,Aristarchus,225,-4.39505
Audi,Audźi,247,-4.82214
Ač,Ač,260,-4.83839
Baba,Baba,264,-4.22461
Bez,Bez,283,-4.35795
Bibli,Bibli,286,-4.81066
Blue,Bluje,294,-4.59916
Bomba,Bomba,299,-4.23875
Borealis,Borealis,300,-4.70323
Buenos,Bujenos,314,-4.11191
Butte,Butće,319,-4.7762
Byla,Byla,322,-4.16269
Byli,Byli,323,-4.42062
Během,Běham,328,-4.26796
C,C,330,-4.36826
Cabo,Cabo,332,-4.40746
Camp,Camp,335,-4.94822
Cape,Capje,336,-4.40325
Chandra,Chandra,353,-4.20637
Chorvatsku,Chorwatiskej,359,-4.69389
Co,Co,367,-4.71836
Cristina,Cristina,374,-4.02094
Danius,Danius,388,-4.73921
Darwinovými,Darwinowymi,390,-4.77524
Davey,Dawjey,392,-4.77959
Daveym,Dawjeym,393,-4.57652
Divy,Diwy,407,-4.60206
Dnes,Dnjes,409,-4.4484
Dokonce,Dokonca,413,-4.43404
Dosud,Dosud,420,-4.3117
Dream,Dream,424,-4.85729
Drive,Driwje,426,-4.45074
Dunaji,Dunaji,429,-4.25734
Dustin,Dusćin,434,-4.30828
Dvě,Dwje,438,-4.7682
Dylana,Dylana,439,-4.29234
Dětské,Dźětiskeje,444,-4.81571
Ellis,Elis,459,-4.23932
Hall,Hal,573,-4.89259
Havaji,Hawaji,582,-4.72728
Hira,Hira,591,-4.59363
Hlavní,Hlawne,593,-4.81709
Hlavním,Hlawnim,594,-4.41187
Homo,Homo,598,-4.25428
Hory,Hory,605,-4.91821
Hrách,Hrach,609,-4.52433
Hu,Hu,611,-4.34131
I,I,614,-4.68687
Izrael,Israel,648,-4.45265
Japonská,Japónska,665,-4.21829
Jedinou,Jedźinu,671,-4.23806
Jednoznačná,Jednoznačna,677,-4.31275
Jelikož,Jelikož,683,-4.8297
Jerry,Jerjery,685,-4.8809
Již,Již,694,-4.58055
Johna,Johina,699,-4.33488
Jong,Jong,703,-4.82672
Jsou,su,706,-4.97223
K,H,710,-4.58021
Kanady,Kanady,716,-4.972
Kanjar,Kanjar,721,-4.2167
Kari,Kari,722,-4.28077
