source,hyp,id,score
0,0,0,-105.122
000,000,1,-309.237
"09,02","09,02",2,-412.237
10,10,4,-106.898
10.–11,10.–11,5,-215.115
100,100,6,-208.955
1000–1300,1000–1300,7,-622.058
108,108,8,-208.955
109,109,9,-208.955
10:00,10:00,10,-413.07
10–60,10–60,11,-413.07
1100,1100,13,-211.392
116,116,14,-109.334
117,117,15,-109.334
120,120,18,-109.334
12:00,12:00,19,-313.449
130,130,21,-109.334
14,14,22,-106.898
15,15,23,-106.898
150,150,24,-208.955
1500,1500,25,-311.012
1537,1573,26,-211.127
15:00,15:00,27,-413.07
16,16,28,-106.898
1624,1642,29,-211.127
1644–1912,1644–1912,30,-520.943
168,168,31,-208.955
1683,1683,32,-209.898
17,17,33,-106.898
1755,1755,34,-311.012
1767,1767,35,-311.012
1776,1776,36,-311.012
1789,1789,37,-311.012
18,18,38,-106.898
1819,1891,39,-211.127
1861,1861,40,-209.898
1884,1884,41,-311.012
1885,1885,42,-311.012
1889,1889,43,-311.012
1894–1895,1894–1895,44,-721.679
1895,1895,45,-311.012
19,19,46,-106.898
"19,500","19,500",47,-515.127
1939,1993,48,-211.127
1940,1940,49,-311.012
1945,1945,50,-311.012
1956,1956,51,-311.012
1959,1959,52,-311.012
1963,1963,53,-209.898
1964,1964,54,-311.012
1966,1966,55,-311.012
1967,1967,56,-311.012
1976,1976,57,-311.012
1977,1977,58,-311.012
1978,1978,59,-311.012
1979,1979,60,-311.012
1981,1981,61,-209.898
1988,1988,62,-311.012
1989,1989,63,-311.012
1990,1990,64,-311.012
1993,1993,65,-209.898
1994,1994,66,-311.012
1995,1995,67,-311.012
1998,1998,68,-311.012
2.4Ghz,2.4Ghz,70,-213.942
20,20,71,-106.898
200,200,72,-208.955
2000,2000,73,-311.012
2001,2001,74,-209.898
2002,2002,75,-209.898
2004,2004,76,-311.012
2005,2005,77,-311.012
2006,2006,78,-311.012
2007,2007,79,-311.012
2008,2008,80,-311.012
2009,2009,81,-311.012
2010,2001,82,-211.127
2011,2011,83,-110.277
2013,2013,84,-110.277
2015,2051,85,-211.127
2016,2061,86,-211.127
2017,2071,87,-211.127
2020,2002,88,-211.127
2021,2021,89,-110.277
20:19,20:91,90,-313.185
20:30,20:03,91,-313.185
22:00–23:00,22:00–23:00,93,-726.552
22:08,22:08,94,-313.449
23:35,23:53,95,-213.564
24,24,96,-106.898
24mm,24mm,97,-108.714
24½,24½,98,-208.955
25,25,99,-106.898
250,250,100,-208.955
25minutovém,25minutowym,101,-110.998
26,26,102,-106.898
26-00,26-00,103,-313.449
27,27,104,-106.898
28,28,105,-106.898
29,29,106,-106.898
29letý,29laty,107,-109.152
29¾,29¾,108,-208.955
"2:11,60","2:11,60",109,-417.943
2–5,2–5,110,-208.955
"3,5","3,5",112,-208.955
"3,7","3,7",113,-208.955
"3,9","3,9",114,-208.955
30,30,115,-106.898
300,300,116,-208.955
328,328,118,-109.334
330,330,119,-109.334
34,34,120,-106.898
35mm,35mm,121,-108.714
35–40,35–40,122,-413.07
36,36,123,-106.898
360,360,124,-208.955
36mm,36mm,125,-108.714
378,378,126,-208.955
387,387,127,-208.955
3:2,3:2,128,-107.84
4,4,129,-105.122
"4,2","4,2",130,-208.122
40,40,131,-207.18
400,400,132,-309.237
403,403,133,-208.122
41,41,134,-106.065
45,45,135,-207.18
450,450,136,-309.237
4892,4892,137,-310.18
"4:41,30","4:41,03",138,-517.961
